4.295991216801129831e+00,1.706312873675239761e+00
4.226385770520718843e+00,1.176680225081868369e-01
1.862068803776321779e+00,-1.117486734073394716e+00
2.655267826469636105e-01,-8.109710847431018665e-01
-6.532018860217754685e+00,-1.881236545435482632e-01
-3.505124193495927631e+00,2.111913380423418030e-01
1.389607439365815100e+00,3.421708963662007941e-01
-5.946976877362250669e+00,-5.149183075312048219e-01
5.547559932563339125e+00,8.871472194694403346e-02
6.286811715096819742e-02,-5.229201282992982369e-01
1.256229605777844371e+00,-1.340868812703412516e+00
-1.099646469743019717e+00,-3.113492040216190859e-01
-3.034501228463355016e+00,-1.399145075416831641e-01
4.184341021297057206e-01,6.563957806475936851e-02
-5.409453695556201147e+00,9.230355132629412818e-02
-5.229230234002522515e+00,5.976547645180282364e-01
2.443908125852914726e+00,-7.014501201610082726e-01
6.033549369833153264e+00,-5.932952640926969501e-01
9.309936008054040535e-01,-1.134670326830867326e+00
-2.655784919684022416e+00,6.730674523030621970e-02
2.874153054407550201e+00,-4.638901606657677007e-02
1.356158205088890956e+00,-1.507359767833183817e+00
7.923317028125524075e+00,6.091066520806951434e-01
-4.754364622589851486e+00,7.436560549931462427e-01
-5.500986297517909129e+00,-2.673950201294338913e-01
-1.723611946872811940e+00,-1.747843654136199965e-01
-5.492189841888746926e+00,5.188694136664988577e-01
6.386516677126338415e+00,6.553535439132675000e-01
1.843988288417348187e+00,8.589987037792138347e-01
-2.264223806090904567e+00,4.396843613779168880e-01
-7.931266327700390306e-01,3.888280999381882319e-01
2.293246487375979470e+00,4.744069530004864088e-01
1.558392657673492332e+00,9.250387311733404561e-01
3.616865725507323326e+00,-3.321901490933518164e-01
-1.138826991559091395e+00,7.574294803310996915e-01
-2.527418264912992263e-01,-1.126853941241809931e+00
1.995707940282106740e+00,-3.423361240457619553e-02
6.733763625990926371e+00,-2.676965484150143904e-01
-1.981994505377650651e+00,-2.530102798474991865e-01
-7.096300441313178053e-01,3.344894664479820534e-01
-7.062646668929804861e+00,1.228707658943135606e+00
-2.594173869318575409e+00,-5.560326945151863876e-03
3.381298985285179359e+00,-5.649937042494269646e-01
1.575076926753010254e+00,-1.205244083580850667e+00
-2.799691338768526272e+00,4.337251076398346977e-02
-7.309254587356475152e-01,9.620898819721502848e-01
2.901972934644596325e-02,-1.054289977668330325e+00
6.322084000435598483e+00,-6.933171834946757484e-01
-2.297987576578137237e+00,3.415496553512634148e-01
-8.931885088436101183e-01,5.929066313711145453e-01
-8.204803142415990180e+00,-6.064849562785127324e-01
-2.256267115849679428e+00,-8.564554167285438613e-01
1.553228549891440213e+00,-2.589808329238905693e-01
-7.359435211400673360e+00,-4.993696366334891001e-01
8.848640014635819284e+00,6.273541177411551262e-01
-3.237942427305753323e+00,-1.164207691095519914e+00
-1.517021490448280607e+00,-8.036150685806940919e-01
-8.005114360650151806e-01,3.856524662979178841e-01
1.562923933719230773e-01,-1.892698086386189471e-01
2.941363955546907771e+00,1.247909346661497595e-02
2.269521243316366732e+00,1.411425040283363630e-01
-5.104898681650466230e+00,8.683848797898808813e-01
7.763576901704484889e+00,-4.563132596678088904e-01
4.595525232012358074e+00,8.419115029611615730e-01
3.433606032133500463e+00,-8.631008374366121449e-01
4.575702463671778020e+00,-4.493249937899259638e-01
-5.644718853373801970e+00,1.428581887358908453e-01
-3.974909448566040560e+00,5.385557640466921425e-01
-6.379111215182339478e+00,-6.098100388522902371e-01
-2.922072059367545993e+00,1.326752704089988910e+00
-4.490496951213738264e+00,-3.850196540896128061e-01
3.774354553820947977e+00,3.659114710617341060e-01
1.265465260523112034e+00,1.309698076012669743e-01
2.911965820642735459e+00,-1.265532197245040902e-01
4.817380513127474728e+00,1.842576312366495106e-01
5.776746553000558393e+00,-9.448046437860761759e-02
6.090845151320823270e+00,2.555835577255193836e-01
-2.572238338036949123e+00,1.825252541258057803e-01
2.341761143454509586e+00,3.110775780337212137e-01
-7.823151354204547658e+00,9.641652370691420337e-01
-4.136235870746056698e+00,3.487803067582927463e-01
-2.463707394525834538e+00,-1.533612676452819290e+00
1.442380754312465152e+00,-3.680331839248534020e-01
4.544155220818340446e+00,7.180804634809887510e-01
-5.218457052781566574e+00,2.284642438485890714e-01
1.191845357506791769e+00,-7.235199023615384029e-01
-1.915465091645459195e+00,9.377718623126835018e-01
-8.303649932053537297e-01,-1.022162405770908444e+00
-1.770860145423642229e-01,-8.038544479836976508e-01
6.296978439430079177e+00,1.554012154936029066e+00
-6.935518419380583277e-02,3.907321626626055755e-01
2.268669876380091210e+00,1.017252580505580539e+00
-5.488918392612395003e+00,-1.154677208540471955e+00
3.788485584209782875e+00,4.625343125033679059e-01
-1.915377353481263478e-01,-1.968078777349224096e+00
5.077260622652130628e+00,-8.636264688604435025e-02
-1.040018085721773566e+00,5.390280513298534998e-02
-4.977390687952855330e+00,-3.311663636808089284e-01
-2.847465653595772306e+00,3.276553362789751400e-01
5.985433405206400437e+00,-1.268768002598265499e+00
8.670946292422890833e-01,-8.090730514653339256e-01
-1.822530871393311269e+00,8.334883345235962748e-01
7.105228366098232051e+00,5.798573769132578937e-01
-5.706872643571237802e+00,-9.890586908022656054e-01
-3.239732898648479242e+00,5.627078654256936208e-01
-4.641615536346995086e+00,-8.287411672286595365e-01
-3.258241858965058579e+00,5.575855536489241482e-01
-2.697530996543295867e+00,-1.013112496840782584e-01
-6.766941368119276934e-01,5.197624078373905832e-01
-4.896830681290531118e+00,-2.825255667584190555e-01
4.336407929298863984e+00,-3.278006786094089242e-01
7.581472030397392592e-01,6.363217964936468407e-01
3.109093630785429774e+00,2.101345701902191720e+00
-2.709299870764725338e+00,5.168506128018620638e-01
-2.429636967984867724e+00,-8.785233770291697164e-01
2.009263415990565349e+00,5.409762018238757353e-01
-1.974497526736181507e+00,5.242117223468487630e-01
6.811246388585606715e-01,-5.508434560984420275e-02
3.046985922322312801e-01,-4.793303862402399917e-01
-4.006611129343910171e+00,4.680023148466417870e-01
